Municipios;Sexo;Periodo;Total
46049 Bellús;Total;2004;383
46049 Bellús;Total;2003;388
46049 Bellús;Total;2002;385
46049 Bellús;Total;2001;400
46049 Bellús;Total;2000;399
46049 Bellús;Total;1999;395
46049 Bellús;Total;1998;391
46049 Bellús;Total;1997;""
46049 Bellús;Total;1996;383
46050 Benagéber;Total;2021;184
46050 Benagéber;Total;2020;180
46050 Benagéber;Total;2019;192
46050 Benagéber;Total;2018;190
46050 Benagéber;Total;2017;192
46050 Benagéber;Total;2016;207
46050 Benagéber;Total;2015;217
46050 Benagéber;Total;2014;212
46050 Benagéber;Total;2013;216
46050 Benagéber;Total;2012;217
46050 Benagéber;Total;2011;167
46050 Benagéber;Total;2010;152
46050 Benagéber;Total;2009;142
46050 Benagéber;Total;2008;156
46050 Benagéber;Total;2007;159
46050 Benagéber;Total;2006;161
46050 Benagéber;Total;2005;166
46050 Benagéber;Total;2004;177
46050 Benagéber;Total;2003;171
46050 Benagéber;Total;2002;204
46050 Benagéber;Total;2001;183
46050 Benagéber;Total;2000;189
46050 Benagéber;Total;1999;190
46050 Benagéber;Total;1998;157
46050 Benagéber;Total;1997;""
46050 Benagéber;Total;1996;156
46051 Benaguasil;Total;2021;11.369
46051 Benaguasil;Total;2020;11.256
46051 Benaguasil;Total;2019;10.988
46051 Benaguasil;Total;2018;10.878
46051 Benaguasil;Total;2017;10.960
46051 Benaguasil;Total;2016;10.967
46051 Benaguasil;Total;2015;10.936
46051 Benaguasil;Total;2014;11.015
46051 Benaguasil;Total;2013;11.354
46051 Benaguasil;Total;2012;11.298
46051 Benaguasil;Total;2011;11.295
46051 Benaguasil;Total;2010;11.144
46051 Benaguasil;Total;2009;11.011
46051 Benaguasil;Total;2008;10.728
46051 Benaguasil;Total;2007;10.374
46051 Benaguasil;Total;2006;10.032
46051 Benaguasil;Total;2005;9.850
46051 Benaguasil;Total;2004;9.618
46051 Benaguasil;Total;2003;9.559
46051 Benaguasil;Total;2002;9.408
46051 Benaguasil;Total;2001;9.340
46051 Benaguasil;Total;2000;9.206
46051 Benaguasil;Total;1999;9.158
46051 Benaguasil;Total;1998;9.151
46051 Benaguasil;Total;1997;""
46051 Benaguasil;Total;1996;9.155
46052 Benavites;Total;2021;653
46052 Benavites;Total;2020;638
46052 Benavites;Total;2019;619
46052 Benavites;Total;2018;594
46052 Benavites;Total;2017;613
46052 Benavites;Total;2016;613
46052 Benavites;Total;2015;626
46052 Benavites;Total;2014;632
46052 Benavites;Total;2013;636
46052 Benavites;Total;2012;634
46052 Benavites;Total;2011;653
46052 Benavites;Total;2010;648
46052 Benavites;Total;2009;637
46052 Benavites;Total;2008;629
46052 Benavites;Total;2007;624
46052 Benavites;Total;2006;636
46052 Benavites;Total;2005;636
46052 Benavites;Total;2004;649
46052 Benavites;Total;2003;623
46052 Benavites;Total;2002;627
46052 Benavites;Total;2001;623
46052 Benavites;Total;2000;634
46052 Benavites;Total;1999;641
46052 Benavites;Total;1998;650
46052 Benavites;Total;1997;""
46052 Benavites;Total;1996;651
46053 Beneixida;Total;2021;639
46053 Beneixida;Total;2020;627
46053 Beneixida;Total;2019;651
46053 Beneixida;Total;2018;648
46053 Beneixida;Total;2017;648
46053 Beneixida;Total;2016;674
46053 Beneixida;Total;2015;690
46053 Beneixida;Total;2014;686
46053 Beneixida;Total;2013;683
46053 Beneixida;Total;2012;705
46053 Beneixida;Total;2011;721
46053 Beneixida;Total;2010;726
46053 Beneixida;Total;2009;703
46053 Beneixida;Total;2008;676
46053 Beneixida;Total;2007;670
46053 Beneixida;Total;2006;656
46053 Beneixida;Total;2005;636
46053 Beneixida;Total;2004;609
46053 Beneixida;Total;2003;607
46053 Beneixida;Total;2002;588
46053 Beneixida;Total;2001;602
46053 Beneixida;Total;2000;625
46053 Beneixida;Total;1999;647
46053 Beneixida;Total;1998;651
46053 Beneixida;Total;1997;""
46053 Beneixida;Total;1996;647
46054 Benetússer;Total;2021;15.430
46054 Benetússer;Total;2020;15.000
46054 Benetússer;Total;2019;14.799
46054 Benetússer;Total;2018;14.668
46054 Benetússer;Total;2017;14.495
46054 Benetússer;Total;2016;14.505
46054 Benetússer;Total;2015;14.436
46054 Benetússer;Total;2014;14.529
46054 Benetússer;Total;2013;14.709
46054 Benetússer;Total;2012;14.999
46054 Benetússer;Total;2011;15.290
46054 Benetússer;Total;2010;15.399
46054 Benetússer;Total;2009;15.313
46054 Benetússer;Total;2008;14.824
46054 Benetússer;Total;2007;14.283
46054 Benetússer;Total;2006;13.940
46054 Benetússer;Total;2005;14.032
46054 Benetússer;Total;2004;14.023
46054 Benetússer;Total;2003;13.803
46054 Benetússer;Total;2002;13.683
46054 Benetússer;Total;2001;13.625
46054 Benetússer;Total;2000;13.636
46054 Benetússer;Total;1999;13.659
46054 Benetússer;Total;1998;13.771
46054 Benetússer;Total;1997;""
46054 Benetússer;Total;1996;13.961
46055 Beniarjó;Total;2021;1.780
46055 Beniarjó;Total;2020;1.767
46055 Beniarjó;Total;2019;1.765
46055 Beniarjó;Total;2018;1.746
46055 Beniarjó;Total;2017;1.759
46055 Beniarjó;Total;2016;1.756
46055 Beniarjó;Total;2015;1.754
46055 Beniarjó;Total;2014;1.815
46055 Beniarjó;Total;2013;1.846
46055 Beniarjó;Total;2012;1.836
46055 Beniarjó;Total;2011;1.785
46055 Beniarjó;Total;2010;1.791
46055 Beniarjó;Total;2009;1.783
46055 Beniarjó;Total;2008;1.759
46055 Beniarjó;Total;2007;1.641
46055 Beniarjó;Total;2006;1.550
46055 Beniarjó;Total;2005;1.476
46055 Beniarjó;Total;2004;1.432
46055 Beniarjó;Total;2003;1.313
46055 Beniarjó;Total;2002;1.288
46055 Beniarjó;Total;2001;1.269
46055 Beniarjó;Total;2000;1.242
46055 Beniarjó;Total;1999;1.179
46055 Beniarjó;Total;1998;1.170
46055 Beniarjó;Total;1997;""
46055 Beniarjó;Total;1996;1.165
46056 Beniatjar;Total;2021;207
46056 Beniatjar;Total;2020;219
46056 Beniatjar;Total;2019;223
46056 Beniatjar;Total;2018;224
46056 Beniatjar;Total;2017;219
46056 Beniatjar;Total;2016;226
46056 Beniatjar;Total;2015;240
46056 Beniatjar;Total;2014;250
46056 Beniatjar;Total;2013;233
46056 Beniatjar;Total;2012;231
46056 Beniatjar;Total;2011;271
46056 Beniatjar;Total;2010;273
46056 Beniatjar;Total;2009;256
46056 Beniatjar;Total;2008;249
46056 Beniatjar;Total;2007;260
46056 Beniatjar;Total;2006;249
46056 Beniatjar;Total;2005;235
46056 Beniatjar;Total;2004;240
46056 Beniatjar;Total;2003;236
46056 Beniatjar;Total;2002;229
46056 Beniatjar;Total;2001;234
46056 Beniatjar;Total;2000;231
46056 Beniatjar;Total;1999;237
46056 Beniatjar;Total;1998;240
46056 Beniatjar;Total;1997;""
46056 Beniatjar;Total;1996;245
46057 Benicolet;Total;2021;587
46057 Benicolet;Total;2020;574
46057 Benicolet;Total;2019;569
46057 Benicolet;Total;2018;582
46057 Benicolet;Total;2017;585
46057 Benicolet;Total;2016;610
46057 Benicolet;Total;2015;612
46057 Benicolet;Total;2014;628
46057 Benicolet;Total;2013;681
46057 Benicolet;Total;2012;679
46057 Benicolet;Total;2011;639
46057 Benicolet;Total;2010;647
46057 Benicolet;Total;2009;630
46057 Benicolet;Total;2008;627
46057 Benicolet;Total;2007;577
46057 Benicolet;Total;2006;536
46057 Benicolet;Total;2005;539
46057 Benicolet;Total;2004;517
46057 Benicolet;Total;2003;514
46057 Benicolet;Total;2002;508
46057 Benicolet;Total;2001;500
46057 Benicolet;Total;2000;496
46057 Benicolet;Total;1999;478
46057 Benicolet;Total;1998;489
46057 Benicolet;Total;1997;""
46057 Benicolet;Total;1996;501
46904 Benicull de Xúquer;Total;2021;1.095
46904 Benicull de Xúquer;Total;2020;1.048
46904 Benicull de Xúquer;Total;2019;1.012
46904 Benicull de Xúquer;Total;2018;974
46904 Benicull de Xúquer;Total;2017;970
46904 Benicull de Xúquer;Total;2016;972
46904 Benicull de Xúquer;Total;2015;993
46904 Benicull de Xúquer;Total;2014;996
46904 Benicull de Xúquer;Total;2013;1.014
46904 Benicull de Xúquer;Total;2012;967
46904 Benicull de Xúquer;Total;2011;980
46904 Benicull de Xúquer;Total;2010;1.018
46904 Benicull de Xúquer;Total;2009;993
46904 Benicull de Xúquer;Total;2008;950
46904 Benicull de Xúquer;Total;2007;904
46904 Benicull de Xúquer;Total;2006;873
46904 Benicull de Xúquer;Total;2005;831
46904 Benicull de Xúquer;Total;2004;784
46904 Benicull de Xúquer;Total;2003;""
46904 Benicull de Xúquer;Total;2002;""
46904 Benicull de Xúquer;Total;2001;""
46904 Benicull de Xúquer;Total;2000;""
46904 Benicull de Xúquer;Total;1999;""
46904 Benicull de Xúquer;Total;1998;""
46904 Benicull de Xúquer;Total;1997;""
46904 Benicull de Xúquer;Total;1996;""
46060 Benifaió;Total;2021;11.967
46060 Benifaió;Total;2020;11.989
46060 Benifaió;Total;2019;11.962
46060 Benifaió;Total;2018;11.930
46060 Benifaió;Total;2017;11.956
46060 Benifaió;Total;2016;11.903
46060 Benifaió;Total;2015;11.913
46060 Benifaió;Total;2014;11.819
46060 Benifaió;Total;2013;11.830
46060 Benifaió;Total;2012;11.965
46060 Benifaió;Total;2011;12.117
46060 Benifaió;Total;2010;12.220
46060 Benifaió;Total;2009;12.204
46060 Benifaió;Total;2008;12.119
46060 Benifaió;Total;2007;12.204
46060 Benifaió;Total;2006;12.208
46060 Benifaió;Total;2005;12.208
46060 Benifaió;Total;2004;12.254
46060 Benifaió;Total;2003;12.314
46060 Benifaió;Total;2002;12.172
46060 Benifaió;Total;2001;12.071
46060 Benifaió;Total;2000;12.059
46060 Benifaió;Total;1999;12.054
46060 Benifaió;Total;1998;12.120
46060 Benifaió;Total;1997;""
46060 Benifaió;Total;1996;12.178
46059 Benifairó de la Valldigna;Total;2021;1.542
46059 Benifairó de la Valldigna;Total;2020;1.558
46059 Benifairó de la Valldigna;Total;2019;1.571
46059 Benifairó de la Valldigna;Total;2018;1.580
46059 Benifairó de la Valldigna;Total;2017;1.596
46059 Benifairó de la Valldigna;Total;2016;1.600
46059 Benifairó de la Valldigna;Total;2015;1.622
46059 Benifairó de la Valldigna;Total;2014;1.616
46059 Benifairó de la Valldigna;Total;2013;1.655
46059 Benifairó de la Valldigna;Total;2012;1.646
46059 Benifairó de la Valldigna;Total;2011;1.658
46059 Benifairó de la Valldigna;Total;2010;1.679
46059 Benifairó de la Valldigna;Total;2009;1.683
46059 Benifairó de la Valldigna;Total;2008;1.697
46059 Benifairó de la Valldigna;Total;2007;1.695
46059 Benifairó de la Valldigna;Total;2006;1.683
46059 Benifairó de la Valldigna;Total;2005;1.708
46059 Benifairó de la Valldigna;Total;2004;1.692
46059 Benifairó de la Valldigna;Total;2003;1.713
46059 Benifairó de la Valldigna;Total;2002;1.675
46059 Benifairó de la Valldigna;Total;2001;1.654
46059 Benifairó de la Valldigna;Total;2000;1.635
46059 Benifairó de la Valldigna;Total;1999;1.643
46059 Benifairó de la Valldigna;Total;1998;1.634
46059 Benifairó de la Valldigna;Total;1997;""
46059 Benifairó de la Valldigna;Total;1996;1.669
46058 Benifairó de les Valls;Total;2021;2.268
46058 Benifairó de les Valls;Total;2020;2.213
46058 Benifairó de les Valls;Total;2019;2.186
46058 Benifairó de les Valls;Total;2018;2.168
46058 Benifairó de les Valls;Total;2017;2.205
46058 Benifairó de les Valls;Total;2016;2.218
46058 Benifairó de les Valls;Total;2015;2.239
46058 Benifairó de les Valls;Total;2014;2.229
46058 Benifairó de les Valls;Total;2013;2.245
46058 Benifairó de les Valls;Total;2012;2.236
46058 Benifairó de les Valls;Total;2011;2.200
46058 Benifairó de les Valls;Total;2010;2.162
46058 Benifairó de les Valls;Total;2009;2.137
46058 Benifairó de les Valls;Total;2008;2.079
46058 Benifairó de les Valls;Total;2007;2.011
46058 Benifairó de les Valls;Total;2006;1.977
46058 Benifairó de les Valls;Total;2005;1.909
46058 Benifairó de les Valls;Total;2004;1.907
46058 Benifairó de les Valls;Total;2003;1.904
46058 Benifairó de les Valls;Total;2002;1.915
46058 Benifairó de les Valls;Total;2001;1.938
46058 Benifairó de les Valls;Total;2000;1.954
46058 Benifairó de les Valls;Total;1999;1.966
46058 Benifairó de les Valls;Total;1998;1.966
46058 Benifairó de les Valls;Total;1997;""
46058 Benifairó de les Valls;Total;1996;1.978
46061 Beniflá;Total;2021;463
46061 Beniflá;Total;2020;460
46061 Beniflá;Total;2019;457
46061 Beniflá;Total;2018;455
46061 Beniflá;Total;2017;458
46061 Beniflá;Total;2016;453
46061 Beniflá;Total;2015;453
46061 Beniflá;Total;2014;451
46061 Beniflá;Total;2013;464
46061 Beniflá;Total;2012;465
46061 Beniflá;Total;2011;445
46061 Beniflá;Total;2010;421
46061 Beniflá;Total;2009;407
46061 Beniflá;Total;2008;396
46061 Beniflá;Total;2007;375
46061 Beniflá;Total;2006;313
46061 Beniflá;Total;2005;265
46061 Beniflá;Total;2004;238
46061 Beniflá;Total;2003;227
46061 Beniflá;Total;2002;204
46061 Beniflá;Total;2001;190
46061 Beniflá;Total;2000;164
46061 Beniflá;Total;1999;157
46061 Beniflá;Total;1998;157
46061 Beniflá;Total;1997;""
46061 Beniflá;Total;1996;153
46062 Benigànim;Total;2021;5.742
46062 Benigànim;Total;2020;5.779
46062 Benigànim;Total;2019;5.841
46062 Benigànim;Total;2018;5.899
46062 Benigànim;Total;2017;5.850
46062 Benigànim;Total;2016;5.912
46062 Benigànim;Total;2015;6.120
46062 Benigànim;Total;2014;6.183
46062 Benigànim;Total;2013;6.232
46062 Benigànim;Total;2012;6.411
46062 Benigànim;Total;2011;6.512
46062 Benigànim;Total;2010;6.570
46062 Benigànim;Total;2009;6.469
46062 Benigànim;Total;2008;6.366
46062 Benigànim;Total;2007;6.150
46062 Benigànim;Total;2006;5.946
46062 Benigànim;Total;2005;5.813
46062 Benigànim;Total;2004;5.720
46062 Benigànim;Total;2003;5.638
46062 Benigànim;Total;2002;5.603
46062 Benigànim;Total;2001;5.548
46062 Benigànim;Total;2000;5.474
46062 Benigànim;Total;1999;5.451
46062 Benigànim;Total;1998;5.439
46062 Benigànim;Total;1997;""
46062 Benigànim;Total;1996;5.437
46063 Benimodo;Total;2021;2.253
46063 Benimodo;Total;2020;2.272
46063 Benimodo;Total;2019;2.268
46063 Benimodo;Total;2018;2.241
46063 Benimodo;Total;2017;2.230
46063 Benimodo;Total;2016;2.237
46063 Benimodo;Total;2015;2.229
46063 Benimodo;Total;2014;2.254
46063 Benimodo;Total;2013;2.269
46063 Benimodo;Total;2012;2.301
46063 Benimodo;Total;2011;2.291
46063 Benimodo;Total;2010;2.272
46063 Benimodo;Total;2009;2.268
46063 Benimodo;Total;2008;2.209
46063 Benimodo;Total;2007;2.141
46063 Benimodo;Total;2006;2.098
46063 Benimodo;Total;2005;2.050
46063 Benimodo;Total;2004;2.019
46063 Benimodo;Total;2003;1.957
46063 Benimodo;Total;2002;1.821
46063 Benimodo;Total;2001;1.816
46063 Benimodo;Total;2000;1.807
46063 Benimodo;Total;1999;1.770
46063 Benimodo;Total;1998;1.760
46063 Benimodo;Total;1997;""
46063 Benimodo;Total;1996;1.757
46064 Benimuslem;Total;2021;653
46064 Benimuslem;Total;2020;667
46064 Benimuslem;Total;2019;653
46064 Benimuslem;Total;2018;660
46064 Benimuslem;Total;2017;656
46064 Benimuslem;Total;2016;644
46064 Benimuslem;Total;2015;658
46064 Benimuslem;Total;2014;668
46064 Benimuslem;Total;2013;664
46064 Benimuslem;Total;2012;677
46064 Benimuslem;Total;2011;683
46064 Benimuslem;Total;2010;645
46064 Benimuslem;Total;2009;618
46064 Benimuslem;Total;2008;620
46064 Benimuslem;Total;2007;605
46064 Benimuslem;Total;2006;594
46064 Benimuslem;Total;2005;584
46064 Benimuslem;Total;2004;583
46064 Benimuslem;Total;2003;576
46064 Benimuslem;Total;2002;561
46064 Benimuslem;Total;2001;552
46064 Benimuslem;Total;2000;547
46064 Benimuslem;Total;1999;555
46064 Benimuslem;Total;1998;551
46064 Benimuslem;Total;1997;""
46064 Benimuslem;Total;1996;552
46065 Beniparrell;Total;2021;2.024
46065 Beniparrell;Total;2020;2.015
46065 Beniparrell;Total;2019;1.952
46065 Beniparrell;Total;2018;1.931
46065 Beniparrell;Total;2017;1.964
46065 Beniparrell;Total;2016;1.948
46065 Beniparrell;Total;2015;1.922
46065 Beniparrell;Total;2014;1.956
46065 Beniparrell;Total;2013;1.937
46065 Beniparrell;Total;2012;1.980
46065 Beniparrell;Total;2011;1.996
46065 Beniparrell;Total;2010;1.950
46065 Beniparrell;Total;2009;1.949
46065 Beniparrell;Total;2008;1.955
46065 Beniparrell;Total;2007;1.896
46065 Beniparrell;Total;2006;1.810
46065 Beniparrell;Total;2005;1.808
46065 Beniparrell;Total;2004;1.780
46065 Beniparrell;Total;2003;1.717
46065 Beniparrell;Total;2002;1.677
46065 Beniparrell;Total;2001;1.633
46065 Beniparrell;Total;2000;1.611
46065 Beniparrell;Total;1999;1.564
46065 Beniparrell;Total;1998;1.578
46065 Beniparrell;Total;1997;""
46065 Beniparrell;Total;1996;1.510
46066 Benirredrà;Total;2021;1.547
46066 Benirredrà;Total;2020;1.555
46066 Benirredrà;Total;2019;1.592
46066 Benirredrà;Total;2018;1.576
46066 Benirredrà;Total;2017;1.570
46066 Benirredrà;Total;2016;1.596
46066 Benirredrà;Total;2015;1.592
46066 Benirredrà;Total;2014;1.639
46066 Benirredrà;Total;2013;1.679
46066 Benirredrà;Total;2012;1.650
46066 Benirredrà;Total;2011;1.655
46066 Benirredrà;Total;2010;1.645
46066 Benirredrà;Total;2009;1.642
46066 Benirredrà;Total;2008;1.566
46066 Benirredrà;Total;2007;1.586
46066 Benirredrà;Total;2006;1.584
46066 Benirredrà;Total;2005;1.539
46066 Benirredrà;Total;2004;1.460
46066 Benirredrà;Total;2003;1.417
46066 Benirredrà;Total;2002;1.330
46066 Benirredrà;Total;2001;1.260
46066 Benirredrà;Total;2000;1.177
46066 Benirredrà;Total;1999;1.086
46066 Benirredrà;Total;1998;1.035
46066 Benirredrà;Total;1997;""
46066 Benirredrà;Total;1996;1.008
46067 Benissanó;Total;2021;2.334
46067 Benissanó;Total;2020;2.291
46067 Benissanó;Total;2019;2.260
46067 Benissanó;Total;2018;2.224
46067 Benissanó;Total;2017;2.238
46067 Benissanó;Total;2016;2.226
46067 Benissanó;Total;2015;2.233
46067 Benissanó;Total;2014;2.287
46067 Benissanó;Total;2013;2.281
46067 Benissanó;Total;2012;2.305
46067 Benissanó;Total;2011;2.274
46067 Benissanó;Total;2010;2.266
46067 Benissanó;Total;2009;2.224
46067 Benissanó;Total;2008;2.136
46067 Benissanó;Total;2007;2.064
46067 Benissanó;Total;2006;2.004
46067 Benissanó;Total;2005;1.964
46067 Benissanó;Total;2004;1.974
46067 Benissanó;Total;2003;1.886
46067 Benissanó;Total;2002;1.836
46067 Benissanó;Total;2001;1.815
46067 Benissanó;Total;2000;1.784
46067 Benissanó;Total;1999;1.739
46067 Benissanó;Total;1998;1.695
46067 Benissanó;Total;1997;""
46067 Benissanó;Total;1996;1.672
46068 Benissoda;Total;2021;441
46068 Benissoda;Total;2020;432
46068 Benissoda;Total;2019;430
46068 Benissoda;Total;2018;418
46068 Benissoda;Total;2017;425
46068 Benissoda;Total;2016;429
46068 Benissoda;Total;2015;431
46068 Benissoda;Total;2014;434
46068 Benissoda;Total;2013;428
46068 Benissoda;Total;2012;414
46068 Benissoda;Total;2011;392
46068 Benissoda;Total;2010;378
46068 Benissoda;Total;2009;372
46068 Benissoda;Total;2008;371
46068 Benissoda;Total;2007;361
46068 Benissoda;Total;2006;342
46068 Benissoda;Total;2005;327
46068 Benissoda;Total;2004;320
46068 Benissoda;Total;2003;316
46068 Benissoda;Total;2002;304
46068 Benissoda;Total;2001;300
46068 Benissoda;Total;2000;300
46068 Benissoda;Total;1999;299
46068 Benissoda;Total;1998;298
46068 Benissoda;Total;1997;""
46068 Benissoda;Total;1996;291
46069 Benissuera;Total;2021;183
46069 Benissuera;Total;2020;185
46069 Benissuera;Total;2019;194
46069 Benissuera;Total;2018;180
46069 Benissuera;Total;2017;194
46069 Benissuera;Total;2016;187
46069 Benissuera;Total;2015;191
46069 Benissuera;Total;2014;195
46069 Benissuera;Total;2013;192
46069 Benissuera;Total;2012;196
46069 Benissuera;Total;2011;205
46069 Benissuera;Total;2010;200
46069 Benissuera;Total;2009;193
46069 Benissuera;Total;2008;192
46069 Benissuera;Total;2007;199
46069 Benissuera;Total;2006;207
46069 Benissuera;Total;2005;206
46069 Benissuera;Total;2004;194
46069 Benissuera;Total;2003;193
46069 Benissuera;Total;2002;191
46069 Benissuera;Total;2001;188
46069 Benissuera;Total;2000;188
46069 Benissuera;Total;1999;190
46069 Benissuera;Total;1998;191
46069 Benissuera;Total;1997;""
46069 Benissuera;Total;1996;196
46070 Bétera;Total;2021;25.423
46070 Bétera;Total;2020;24.604
46070 Bétera;Total;2019;24.272
46070 Bétera;Total;2018;23.647
46070 Bétera;Total;2017;23.178
46070 Bétera;Total;2016;22.696
46070 Bétera;Total;2015;22.349
46070 Bétera;Total;2014;21.846
46070 Bétera;Total;2013;21.566
46070 Bétera;Total;2012;21.868
46070 Bétera;Total;2011;21.512
46070 Bétera;Total;2010;21.220
46070 Bétera;Total;2009;20.740
46070 Bétera;Total;2008;20.292
46070 Bétera;Total;2007;19.491
46070 Bétera;Total;2006;18.927
46070 Bétera;Total;2005;18.177
46070 Bétera;Total;2004;17.188
46070 Bétera;Total;2003;16.499
46070 Bétera;Total;2002;15.087
46070 Bétera;Total;2001;14.551
46070 Bétera;Total;2000;13.885
46070 Bétera;Total;1999;12.916
46070 Bétera;Total;1998;12.376
46070 Bétera;Total;1997;""
46070 Bétera;Total;1996;11.619
46071 Bicorp;Total;2021;527
46071 Bicorp;Total;2020;529
46071 Bicorp;Total;2019;533
46071 Bicorp;Total;2018;524
46071 Bicorp;Total;2017;526
46071 Bicorp;Total;2016;527
46071 Bicorp;Total;2015;533
46071 Bicorp;Total;2014;532
46071 Bicorp;Total;2013;549
46071 Bicorp;Total;2012;556
46071 Bicorp;Total;2011;575
46071 Bicorp;Total;2010;590
46071 Bicorp;Total;2009;583
46071 Bicorp;Total;2008;596
46071 Bicorp;Total;2007;603
46071 Bicorp;Total;2006;621
46071 Bicorp;Total;2005;643
46071 Bicorp;Total;2004;645
46071 Bicorp;Total;2003;663
46071 Bicorp;Total;2002;664
46071 Bicorp;Total;2001;676
46071 Bicorp;Total;2000;676
46071 Bicorp;Total;1999;682
46071 Bicorp;Total;1998;696
46071 Bicorp;Total;1997;""
46071 Bicorp;Total;1996;697
46072 Bocairent;Total;2021;4.101
46072 Bocairent;Total;2020;4.142
46072 Bocairent;Total;2019;4.195
46072 Bocairent;Total;2018;4.214
46072 Bocairent;Total;2017;4.271
46072 Bocairent;Total;2016;4.288
46072 Bocairent;Total;2015;4.357
46072 Bocairent;Total;2014;4.335
46072 Bocairent;Total;2013;4.411
46072 Bocairent;Total;2012;4.456
46072 Bocairent;Total;2011;4.454
46072 Bocairent;Total;2010;4.509
46072 Bocairent;Total;2009;4.541
46072 Bocairent;Total;2008;4.514
46072 Bocairent;Total;2007;4.444
46072 Bocairent;Total;2006;4.344
46072 Bocairent;Total;2005;4.376
46072 Bocairent;Total;2004;4.496
46072 Bocairent;Total;2003;4.491
46072 Bocairent;Total;2002;4.524
46072 Bocairent;Total;2001;4.496
46072 Bocairent;Total;2000;4.508
46072 Bocairent;Total;1999;4.545
46072 Bocairent;Total;1998;4.586
46072 Bocairent;Total;1997;""
46072 Bocairent;Total;1996;4.627
46073 Bolbaite;Total;2021;1.336
46073 Bolbaite;Total;2020;1.324
46073 Bolbaite;Total;2019;1.356
46073 Bolbaite;Total;2018;1.347
46073 Bolbaite;Total;2017;1.362
46073 Bolbaite;Total;2016;1.369
46073 Bolbaite;Total;2015;1.389
46073 Bolbaite;Total;2014;1.369
46073 Bolbaite;Total;2013;1.397
46073 Bolbaite;Total;2012;1.489
46073 Bolbaite;Total;2011;1.491
46073 Bolbaite;Total;2010;1.469
46073 Bolbaite;Total;2009;1.439
46073 Bolbaite;Total;2008;1.487
46073 Bolbaite;Total;2007;1.507
46073 Bolbaite;Total;2006;1.383
46073 Bolbaite;Total;2005;1.452
46073 Bolbaite;Total;2004;1.458
46073 Bolbaite;Total;2003;1.474
46073 Bolbaite;Total;2002;1.436
46073 Bolbaite;Total;2001;1.431
46073 Bolbaite;Total;2000;1.411
46073 Bolbaite;Total;1999;1.412
46073 Bolbaite;Total;1998;1.432
46073 Bolbaite;Total;1997;""
46073 Bolbaite;Total;1996;1.439
46074 Bonrepòs i Mirambell;Total;2021;3.780
46074 Bonrepòs i Mirambell;Total;2020;3.738
46074 Bonrepòs i Mirambell;Total;2019;3.691
46074 Bonrepòs i Mirambell;Total;2018;3.645
46074 Bonrepòs i Mirambell;Total;2017;3.629
46074 Bonrepòs i Mirambell;Total;2016;3.614
46074 Bonrepòs i Mirambell;Total;2015;3.566
46074 Bonrepòs i Mirambell;Total;2014;3.507
46074 Bonrepòs i Mirambell;Total;2013;3.497
46074 Bonrepòs i Mirambell;Total;2012;3.454
46074 Bonrepòs i Mirambell;Total;2011;3.425
46074 Bonrepòs i Mirambell;Total;2010;3.434
46074 Bonrepòs i Mirambell;Total;2009;3.358
46074 Bonrepòs i Mirambell;Total;2008;3.132
46074 Bonrepòs i Mirambell;Total;2007;3.047
46074 Bonrepòs i Mirambell;Total;2006;2.870
46074 Bonrepòs i Mirambell;Total;2005;2.732
46074 Bonrepòs i Mirambell;Total;2004;2.526
46074 Bonrepòs i Mirambell;Total;2003;2.172
46074 Bonrepòs i Mirambell;Total;2002;2.251
46074 Bonrepòs i Mirambell;Total;2001;2.252
46074 Bonrepòs i Mirambell;Total;2000;2.283
46074 Bonrepòs i Mirambell;Total;1999;2.299
46074 Bonrepòs i Mirambell;Total;1998;2.355
46074 Bonrepòs i Mirambell;Total;1997;""
46074 Bonrepòs i Mirambell;Total;1996;2.377
46075 Bufali;Total;2021;163
46075 Bufali;Total;2020;156
46075 Bufali;Total;2019;161
46075 Bufali;Total;2018;159
46075 Bufali;Total;2017;163
46075 Bufali;Total;2016;168
46075 Bufali;Total;2015;167
46075 Bufali;Total;2014;175
46075 Bufali;Total;2013;177
46075 Bufali;Total;2012;184
46075 Bufali;Total;2011;199
46075 Bufali;Total;2010;194
46075 Bufali;Total;2009;187
46075 Bufali;Total;2008;191
46075 Bufali;Total;2007;203
46075 Bufali;Total;2006;202
46075 Bufali;Total;2005;199
46075 Bufali;Total;2004;199
46075 Bufali;Total;2003;200
46075 Bufali;Total;2002;197
46075 Bufali;Total;2001;197
46075 Bufali;Total;2000;206
46075 Bufali;Total;1999;214
46075 Bufali;Total;1998;216
46075 Bufali;Total;1997;""
46075 Bufali;Total;1996;220
46076 Bugarra;Total;2021;728
46076 Bugarra;Total;2020;739
46076 Bugarra;Total;2019;727
46076 Bugarra;Total;2018;715
46076 Bugarra;Total;2017;711
46076 Bugarra;Total;2016;728
46076 Bugarra;Total;2015;739
46076 Bugarra;Total;2014;756
46076 Bugarra;Total;2013;811
46076 Bugarra;Total;2012;831
46076 Bugarra;Total;2011;835
46076 Bugarra;Total;2010;850
46076 Bugarra;Total;2009;867
46076 Bugarra;Total;2008;871
46076 Bugarra;Total;2007;826
46076 Bugarra;Total;2006;837
46076 Bugarra;Total;2005;852
46076 Bugarra;Total;2004;860
46076 Bugarra;Total;2003;824
46076 Bugarra;Total;2002;838
46076 Bugarra;Total;2001;840
46076 Bugarra;Total;2000;828
